"company","title"
SpareBank 1 Nord-Norge,Correction: SpareBank 1 Nord-Norge - Key information relating proposed cash dividend
Romsdal Sparebank,Innkalling til ordinær generalforsamling
Kojamo Oyj,Resolutions of Kojamo plc's Annual General Meeting and the organizing meeting of the Board of Directors
OBSERVE MEDICAL,Observe Medical has received first significant UnoMeter[T] Safeti[T] Plus orders from the Nordic region
CARMILA,The Competition Authority Approves Carmila's Acquisition of Galimmo
CARMILA,L’Autorité de la concurrence valide l’acquisition de Galimmo par Carmila
OKEA ASA,OKEA ASA - Mandatory notification of trade
Humana AB,Humana strengthens Group executive management with Gabriella Reuterswärd as Chief Marketing Officer
InCoax Networks AB,Helge Tiainen of InCoax honored with Broadband Forum Award for instrumental industry contributions
Fondia Oyj,Transfer of treasury shares based on Employee Share Savings Plan (ESSP) of Fondia
Flat Capital AB,Flat makes an angel investment of 0.5 MSEK in the fund “Project Europe”
Kuntarahoitus Oyj.,Municipality Finance will redeem early notes issued under its MTN programme
Vilkyskiu Pienine,Addition. AB „Vilkyškių pieninė“ acquired the right to claim
Coop Pank,Coop Pank AS issued 250 mln euros of 4-year covered bonds
Urbo bankas,UAB Urbo banko valdybos siūlomi sprendimų projektai 2025 metų eiliniam visuotiniam akcininkų susirinkimui
CleanR Grupa,Vizii Urban poised to acquire another 2% of Tranzīts L shares
Siauliu Bankas,Šiaulių Bankas Invitation to Webinar on its Rebranding
Nasdaq Tallinn,Public Offering of Kvartalas UAB bonds - via Bond Auction
OTELLO CORPORATION,Sand Grove Capital Management LLP - Large Shareholder Disclosure
WAREHOUSES ESTATES BELGIUM - W.E.B.,WEB NV - JAARLIJKSE FINANCIELE RESULTATEN OP 31/12/2024 (BOEKJAAR 2024)
CRCAM TOURAINE CCI,Correction: Mise à disposition des éléments préparatoires à l'AG du 28/03/2025 - Rapport Financier Annuel 2024
Floatel International Ltd,Floatel International Secures Firm Contract for Floatel Endurance in the North Sea
NORDIC FINANCIALS ASA,Shareholding disclosure
WESTERN BULK CHARTERING AS,Western Bulk publishes Annual Report 2024
TGS ASA,TGS: Delivery of Shares from Vested 2023 Restricted Share Units
Flekkefjord Sparebank,Flekkefjord Sparebank - Årsrapport og Pilar III-rapport 2024
NORDIC TECHNOLOGY GROUP AS,Mandadory notification of trade
WAREHOUSES ESTATES BELGIUM - W.E.B.,WEB SA - RESULTATS FINANCIERS ANNUELS AU 31/12/2024 (EXERCICE 2024)
MARTINS-S.G.P.S. SA(JERONIMO),"Jerónimo Martins, SGPS, S.A. informa sobre deliberações da Assembleia Geral de Acionistas de 2025"
CRCAM TOURAINE CCI,Correction: Mise à disposition des éléments préparatoires à l'AG du 28/03/2025 - Rapport Financier Annuel 2024
-,Sparebank 68° Nord - Innkalling til ordinær generalforsamling
Sparebank 68 grader nord,Sparebank 68° Nord - Nøkkelinformasjon ved kontantutbytte for regnskapsåret 2024
Sparebank 68 grader nord,Sparebank 68° Nord – Årsrapport 2024
DFDS A/S,Ny rente
BOUVET,Status buyback of own shares
BOUVET,Status tilbakekjøp av egne aksjer
TGS ASA,TGS: MANDATORY NOTIFICATION OF TRADES
Færder komm 24/26 FRN,Ny rente
ALTAREA,ALTAREA : MISE A DISPOSITION DU DOCUMENT D’ENREGISTREMENT UNIVERSEL 2024
Elkem ASA,Ny rente
Elkem ASA,Ny rente
Elkem ASA,Ny rente
WOLTERS KLUWER,"Wolters Kluwer completes acquisition of Registered Agent Solutions, Inc"
Odfjell Technology Ltd,Ny rente
Skue Sparebank,Ny rente
DFDS A/S,Ny rente
DFDS A/S,Ny rente
DFDS A/S,Ny rente
DNB BANK ASA,Ny rente
DNB BANK ASA,Ny rente
Melhus Sparebank,Ny rente
Lerøy Seafood Group ASA,Ny rente
Lerøy Seafood Group ASA,Ny rente
Skagerrak Sparebank,Ny rente
NORDIC FINANCIALS ASA,Shareholding disclosure
Eiendomskreditt AS,Rentefastsettelse
Storebrand Boligkreditt AS,Rentefastsettelse
Sparebanken Vest Boligkreditt,Rentefastsettelse
Odal Sparebank,Rentefastsettelse
Notodden kommune,Rentefastsettelse
Sola kommune,Rentefastsettelse
Fjellinjen AS,Rentefastsettelse
Storebrand Livsforsikring AS,Rentefastsettelse
Haugesund Sparebank,Rentefastsettelse
Nortura SA,Rentefastsettelse
Skudenes og Aakra Sparebank,Rentefastsettelse
Skudenes og Aakra Sparebank,Rentefastsettelse
Eiendomskreditt AS,Rentefastsettelse
Wärtsilä,Decisions taken by Wärtsilä's Annual General Meeting and Board of Directors
Aurskog Sparebank,Rentefastsettelse
Selbu Sparebank,Rentefastsettelse
United Bankers Oyj,UNITED BANKERS PLC: ACQUISITION OF OWN SHARES 13.03.2025
UPM-Kymmene Oyj,UPM-Kymmene Corporation: SHARE REPURCHASE 13.3.2025
Raute Oyj,Raute Corporation: SHARE REPURCHASE 13.3.2025
Sanoma Oyj,SANOMA CORPORATION: ACQUISITION OF OWN SHARES 13 March 2025
WithSecure Oyj,WithSecure Corporation: SHARE REPURCHASE 13.3.2025
YIT,YIT successfully issues EUR 120 million green senior secured notes
Konsolidator A/S,"Proceedings at the annual general meeting on March 13, 2025"
Kommunalbanken AS,Increased interest income and growth in green lending
Lánamál ríkisins,Treasury Bill Auction Announcement - RIKV 25 0521 - RIKV 25 0917
Novaturas,Notification of an Agreement by a Person in a Managerial Position
SHELL PLC,Transaction in Own Shares
Kommunalbanken AS,Økte renteinntekter og vekst i grønne utlån
HYLORIS,Hyloris Announces Positive Study Results for Dofetilide IV
CRYPTO BLOCKCHAIN INDUSTRIES,"CBI acquiert 1 % du token USD DOGESAI lors d'un placement privé, réservé aux partenaires stratégiques"
CRYPTO BLOCKCHAIN INDUSTRIES,"CBI Acquires 1% of DOGESAI Token in a Private Round, Accelerating Web3 Expansion"
GBL,GBL - Sagard
GBL,GBL - Sagard
RENEWI,Form 8 (OPD) Amendment
VANTIVA S.A.,Vantiva - Results 2024
VANTIVA S.A.,Vantiva - Résultats 2024
ANTIN INFRASTRUCTURE PARTNERS,Antin Infrastructure Partners: 2024 Universal Registration Document Now Available
HOPSCOTCH GROUPE,HOPSCOTCH GROUPE : nombre d'actions et de droits de vote composant le capital social - Février 2025
KERING,Kering : Demna nommé Directeur Artistique de Gucci
KERING,Kering: Demna appointed Artistic Director of Gucci
TELEPERFORMANCE,"Teleperformance: Statement on Transactions on Own Shares Carried out on March 7, 2025"
TELEPERFORMANCE,Teleperformance : Déclaration des transactions sur actions propres réalisées le 7 mars 2025
ESSILORLUXOTTICA,"EssilorLuxottica: Disclosure of Share Capital and Voting Rights Outstanding as of March 12, 2025"
VENTE UNIQUE.COM,Vente-unique.com announces the return of the Habitat brand to shops with Fabrique de Styles
TME PHARMA,TME Pharma Announces Filing of Patents for Use of CCL2 Inhibitor NOX-E36 in Ophthalmology and Presentation at ARVO 2025 of Preclinical Data Showing Benefit in Glaucoma Filtration Surgery
VALLOUREC,Vallourec :
WALLIX,Information relative au nombre de droits de votes et d'actions
FACEPHI,Communication operations of Members of the Board
SOLVAY,Solvay: acquisition d’actions propres
-,DRONE VOLT renforce sa présence aux États-Unis avec le HERCULES 20
FRANCAISE ENERGIE,Bpifrance's strategic funding of EUR 10 million to accelerate FDE's low-carbon energy production in Europe
ESSILORLUXOTTICA,EssilorLuxottica: Nombre total de droits de vote et d’actions composant le capital social au 12 mars 2025
ROCHE BOBOIS,LETTRE MENSUELLE FEVRIER 2025
AIR LIQUIDE(L-),Air Liquide a réalisé avec succès une émission obligataire verte de 500 millions d’euros
VALLOUREC,VALLOUREC :
MULTICONSULT,Multiconsult ASA - Status on share buy-back
VENTE UNIQUE.COM,Vente-unique.com annonce que la marque Habitat fait son grand retour en magasin avec Fabrique de Styles
TOTALENERGIES,"TotalEnergies SE: Information Concerning the Total Number of Voting Rights and Shares in the Share Capital as at February 28, 2025"
TOTALENERGIES,TotalEnergies SE : Informations relatives au nombre total de droits de vote et d’actions composant le capital social au 28 février 2025
SOLVAY,Solvay: verwerving van eigen aandelen
FRANCAISE ENERGIE,FDE : Financement stratégique Bpifrance de 10 M EUR pour accélérer la production d'énergie bas carbone en Europe
SOLVAY,Solvay: acquisition of own shares
ROCHE BOBOIS,MONTHLY NEWSLETTER - FEBRUARY 2025
AIR LIQUIDE(L-),Air Liquide has successfully issued a 500 million euros green bond to finance the energy transition
RUBIS,RUBIS: Résultats de l'exercice 2024 - Une nouvelle année de forte génération de cash-flow
RUBIS,RUBIS: Full-year 2024 results - Another year of strong cash-flow generation
KALRAY,DÉCLARATION RELATIVE AU NOMBRE TOTAL DE DROITS DE VOTE ET D'ACTIONS (ARTICLE L 233-8 II DU CODE DE COMMERCE)
Qualisys Holding AB,Stabilisation notice
Novaturas,Notification of an Agreement by a Person in a Managerial Position
ALK-Abelló,Annual General Meeting in ALK-Abelló A/S held on 13 March 2025
ALPES (COMPAGNIE),CDA - Sharholder Meeting report - March 13
ALPES (COMPAGNIE),CDA - Compte rendu du l\'AG et du Conseil du 13 mars
Entra ASA,Acceptances received under the mandatory offer by Castellum Aktiebolag to acquire all shares in Entra ASA - and purchases of additional shares by Castellum Aktiebolag in Entra ASA
Grieg Seafood ASA,Financial calendar
SHELL PLC,Board Committee Changes
Nord-Trøndelag Elektrisitetsvk,Foreløpig årsresultat: NTEs 2024-resultat; krevende markedsforhold og fortsatt kundevekst
SMARTCRAFT ASA,SmartCraft ASA (SMCRT) - Transactions carried out under the share buy-back program
VIRBAC,Virbac: Public Release of the Year-End Consolidated Accounts at 31 December 2024
VIRBAC,Virbac: Communiqué de mise à disposition des comptes consolidés au 31 décembre 2024
Tryg A/S,TryghedsGruppen smba's candidates for Tryg A/S' Supervisory Board
CELLECTIS,Cellectis Reports Financial Results for the Fourth Quarter and Full Year 2024 and Provides a Business Update
B.C.P.-BCO COMERCIAL PORTUGUES,"Banco Comercial Português, S.A. informs about issue of Tier 2 Notes"
Eimskipafélag Íslands hf.,Eimskip: AGM 2025 final agenda and proposals
B.C.P.-BCO COMERCIAL PORTUGUES,"Banco Comercial Português, S.A. informa sobre emissão de títulos de dívida subordinada Tier 2"
NOKIA,Nokia has published its Nokia in 2024 Annual Report and filed its Annual Report on Form 20-F for 2024
NOKIA,Nokia julkaisi vuoden 2024 vuosikertomuksensa ja vuoden 2024 Annual Report on Form 20-F -raportin
WESTERN BULK CHARTERING AS,Notice of Annual General Meeting
NANOBIOTIX,Voting Rights and Shares Capital of the Company
NANOBIOTIX,Information mensuelle relative au nombre total de droits de vote et d’actions composant le capital social
CIBOX INTER A CTIV,"Lancement et modification de la deuxième tranche de financement en fonds propres d'un montant 500 K EUR , afin d'accompagner la montée en puissance du site industriel de Revin"
ENDÚR,Endúr ASA – Cancellation of Subsequent Offering
Golar LNG Limited 21/25 7.00pct USD C,Base Prospectus and Final Terms for September 2024 $500 million unsecured Norwegian bond
Golar LNG Limited 21/25 7.00pct USD C,Base Prospectus and Final Terms for September 2024 $500 million unsecured Norwegian bond
Nordea Bank Abp,Nordea Bank Abp: Repurchase of own shares on 13.03.2025
BE Semiconductor Industries N.V.,BE Semiconductor Industries N.V. Announces Transactions Under Share Repurchase Program
METAVISIO (THOMSON COMPUTING),METAVISIO - THOMSON Computing Signs a Memorandum of Understanding with BKB Energy for the Development of a Data Center in South Korea
METAVISIO (THOMSON COMPUTING),METAVISIO - THOMSON Computing signe un Mémorandum d'Entente avec BKB Energy pour le développement d'un Data Center en Corée du Sud
Omda AS,OMDA AS – Mandatory notification of trade by primary insiders
RENAULT,Availability of the 2024 Universal Registration Document
RENAULT,Mise à disposition du Document d’enregistrement universel 2024
Nokia,Nokia has published its Nokia in 2024 Annual Report and filed its Annual Report on Form 20-F for 2024
Nordea Bank Abp,Nordea Bank Abp: Repurchase of own shares on 13.03.2025
Nokia,Nokia Corporation: Repurchase of own shares on 13.03.2025
KH Group Plc,Insider information: KH Group has initiated a sale process for Indoor Group and publishes preliminary results for 2024
Goodbye Kansas Group AB,NOTICE TO ANNUAL GENERAL MEETING IN Goodbye Kansas Group AB (publ)
CELLECTIS,Cellectis publie ses résultats financiers du quatrième trimestre 2024 et de l’exercice 2024 et une mise à jour de ses activités
Stolt-Nielsen Limited,Financial calendar
XXL,XXL ASA – Last day of the subscription period in the rights issue
Bien Sparebank ASA,Innkalling til ordinær generalforsamling i Bien Sparebank ASA
SENSORION,"Sensorion présente ses résultats pour l’exercice 2024, fait le point sur ses activités et annonce la mise à disposition du rapport annuel"
SENSORION,"Sensorion Reports Full-Year 2024 Results, Provides Corporate Update and Announces Availability of Full-Year Report"
NORBIT,NORBIT - Awarded NOK 260 million orders
Trøndelag Sparebank,Trøndelag Sparebank – endelig regnskap 2024 behandlet i bankens styre
Trøndelag Sparebank,Trøndelag Sparebank – nøkkelinformasjon ved kontantutbytte
OBOS Boligkreditt AS,OBOS Boligkreditt: buy back of own covered bonds
OBOS Boligkreditt AS,OBOS Boligkreditt AS: Successful tap issue of existing covered bond.
MPC CONTAINER SHIPS,MPCC: Fixed income investor meetings
FACEPHI,Facephi achieves outstanding results in RIVTD Track 3 Evaluation from Department of Homeland Security (DHS) in the USA
HAV GROUP ASA,HAV Group ASA: Resultat fjerde kvartal og året 2024
INTERPARFUMS,Coach and Interparfums extend their partnership in the universe of fragrances until June 2031
HAV GROUP ASA,HAV Group ASA: Fourth quarter and interim full-year 2024 financial results
INTERPARFUMS,Coach et Interparfums prolongent leur partenariat dans les parfums jusqu\'en juin 2031
Nasdaq Vilnius,Primary placement auction of additional offers of Lithuanian Government Eurobonds
Eleving Group,Eleving Group announces settlement and listing of EUR 40 mln 2023/2028 bonds
Tecnotree Oyj,Tecnotree's Board of Directors proposes a dividend of EUR 0.01 per share to the AGM
Loihde Oyj,Loihde Plc: SHARE REPURCHASE 13.3.2025
Raisio,Raisio's plant protein business transferred to Valio
Lemonsoft Oyj,Lemonsoft Oyj: SHARE REPURCHASE 13.3.2025
MEKO AB,Nomination Committee's proposal for Board Members in MEKO
ZetaDisplay AB (publ),ZETADISPLAY CONTEMPLATES ISSUANCE OF SENIOR SECURED BONDS AND ANNOUNCES CONDITIONAL TENDER OFFER FOR ITS OUTSTANDING 2023/2026 BONDS
Intrum,Intrum reaches settlement agreement with a minority creditor group and progresses with recapitalisation transaction
Grenardi Group,Notification on the increase of share capital of AS Grenardi Group
Ekspress Grupp,Commentary on the information published in media
Attīstības finanšu institūcija Altum,Change of the date of the extraordinary shareholders' meeting of the JSC Attīstības finanšu institūcija Altum
Eleving Group,Eleving Group announces settlement and listing of EUR 40 mln 2023/2028 bonds
DNB Boligkreditt AS,Utstedelse av obligasjoner med fortrinnsrett i perioden 14.01-2025 - 14.03.2025
OBOS Boligkreditt AS,OBBK07PRO - Key information relating to partial redemption of bond loan
KONGSBERG AUTOMOTIVE,"Trond Fiskum to take office as Kongsberg Automotive's President & CEO on March 31, 2025"
NORDIC FINANCIALS ASA,Shareholding disclosure - Nordnet AB (publ)
SOILTECH ASA,MANDATORY NOTIFICATION OF TRADE BY PRIMARY INSIDER
Stolt-Nielsen Limited,Stolt-Nielsen Limited 2024 Annual Report
BOURSE DIRECT,Semaine de l’éducation financière : Bourse Direct accompagne les investisseurs avec une série de webinaires gratuits
CIRCIO HOLDING ASA,Circio Holding ASA - Funding requested under financing commitment from Atlas
Rogaland Sparebank,Innkalling til forstanderskapsmøte 31.03.2025
ENVIPCO HOLDING N.V.,Fourth Quarter 2024 Results Release and Earnings Call
XPLORA TECHNOLOGIES,Xplora Technologies AS - New share capital registered
TORM PLC,TORM plc capital increase in connection with exercise of Restricted Share Units as part of TORM's incentive program
DEEP VALUE DRILLER AS,Deep Value Driller AS – Exercise of warrants and mandatory notification of trade
-,Kvartalsrapport 4. kvartal 2024
ADP,Aéroports de Paris S.A - Emission obligataire de 1 milliard d\'euros en deux tranches
Floatel International Ltd,Floatel International Ltd Secures Firm Contract for Floatel Triumph
NORDIC HALIBUT AS,Nordic Halibut AS – Registration of prospectus and upcoming launch of subsequent offering
JBF Sparebank,JBFs årsresultater for 2024
AKOBO MINERALS AB (PUB),Akobo Minerals reports February 2025 operational update
ADP,Aéroports de Paris SA - €1bn dual-tranche new bond issue
NORAM DRILLING AS,NorAm Drilling AS - Ex cash distribution USD 0.04 today
BIOMERIEUX,AG 2025 - Avis de mise à disposition des documents préparatoires
NETMEDIA GROUP,Succès de l’augmentation de capital avec maintien du DPS - NetMedia Group annonce une levée d’environ 2.427.675 €
BEKAERT,Bekaert: Réglementation en matière de transparence
CIE BOIS SAUVAGE,Cie du Bois Sauvage: Buy back of own shares – week from 17/03/2025 to 21/03/2025
Skagerrak Sparebank,Skagerrak Sparebank - årsrapport 2024
ONTEX GROUP,Rapportering betreffende inkoop van eigen aandelen
BEKAERT,Bekaert: Transparantiewetgeving
BEKAERT,Bekaert: Transparency law
ONTEX GROUP,Reporting on acquisition of treasury shares
"2020 BULKERS","2020 Bulkers Ltd. (2020) Hedging transaction for one vessel for Q2 2025"
BEKAERT,Bekaert - Update over het Inkoopprogramma van Eigen Aandelen en de Liquiditeitsovereenkomst
BEKAERT,Bekaert - Update on the Share Buyback Program and the Liquidity Agreement
BEKAERT,Bekaert - Mise à jour relative au Programme de Rachat d'Actions et au Contrat de liquidité
OTELLO CORPORATION,NOTIFICATION OF MAJOR HOLDINGS
Bulk Infrastructure Group AS,CoreWeave partners with Bulk Infrastructure for one of the largest NVIDIA AI deployments in Europe
AZERION GROUP N.V.,AFM Concludes Investigation into irregularities in trading of Azerion shares 14 March 2025
OCI N.V.,OCI Global Reports H2 2024 Results
PHOTOCURE,New BRAVO Study Publication Reinforces Clinical Benefits of BLC in Reducing Risk of Bladder Cancer Recurrence
Coca-Cola Europacific Partners plc,Transaction in Own Shares
BOLIDEN AB,The nomination committee proposes that Boliden's board be expanded
BOLIDEN AB,Valberedningen förslår att Bolidens styrelse utökas
AEGON,Aegon launches community investment program in partnership with Bermuda Foundation
AF GRUPPEN,Building a Hotel in Kristiansund
Hospitality Invest AS 22/25 FRN FLOOR C,Hospitality Invest AS: Fixed income investor meetings
AF GRUPPEN,Bygger hotell i Kristiansund
LUMI GRUPPEN AS,Lumi Gruppen Capital Market Day Invitation
Coloplast Finance B.V.,Coloplast Finance B.V. - Decisions at the Annual General Meeting
Saniona AB,Exercise price determined for the exercise of warrants series TO 4 in Saniona
Logistri Fastighets AB (publ),Logistri takes possession of three properties and updates current earnings capacity
Heimar hf.,Heimar hf.: The Annual and Sustainability Report 2024 has been published
Intrum,Intrum announces Reorganisation Plan for Swedish Company Reorganisation
Toivo Group Oyj,Toivo Group Plc prepares for growth with recruitments and appointments
POP Asuntoluottopankki Oyj,Resolutions of POP Mortgage Bank Plc's Annual General Meeting 2025
Alleima AB,Alleima announces CFO retirement and succession
North Media A/S,Annual Report 2024: Financial performance impacted by strategy execution
SWECO AB,Sweco selected as a partner for the Rail Baltica Project Alliance in Estonia
Bonum Pankki Oyj,Resolutions of Bonum Bank Plc's Annual General Meeting 2025
Vertiseit AB,Bulletin from the Extraordinary General Meeting of Vertiseit AB (publ)
Atsinaujinancios energetikos investicijos,Regarding the new management board member of the management company of UTIISIB UAB “Atsinaujinančios energetikos investicijos”
BluOr Bank,BluOr Bank AS informs about the date of publication of financial statements for 2024
Pareto Bank ASA,Avslutning av tilbakekjøpsprogram Pareto Bank ASA
Pareto Bank ASA,Completion of the buy back program Pareto Bank ASA
Sunnfjord kommune,Euronext Oslo Børs – Sunnfjord kommune - Mottatt søknad om notering av obligasjonslån
Sunnfjord kommune,Euronext Oslo Børs – Sunnfjord kommune - Received application for listing of bonds
Porsgrunn Kommune,Euronext Oslo Børs – Porsgrunn kommune - Received application for listing of bonds
Porsgrunn Kommune,Euronext Oslo Børs – Porsgrunn kommune - Mottatt søknad om notering av obligasjonslån
Trøndelag Sparebank,Trøndelag Sparebank – innkalling til ordinært møte i representantskapet 27.03.2025
PULLUP ENTERTAINMENT,PULLUP ENTERTAINMENT: PULLUP Entertainment participe à la 3ème édition du Retail Day organisée par Euroland Corporate et Bourse Direct le jeudi 20 mars 2025
KINGDOM OF NORWAY,Government Debt - Annual report for 2024
KINGDOM OF NORWAY,Statsgjelden - Årsrapport for 2024
Verdal kommune,Euronext Oslo Børs – Verdal kommune - Received application for listing of bonds
Verdal kommune,Euronext Oslo Børs – Verdal kommune - Mottatt søknad om notering av obligasjonslån
Alver kommune,Euronext Oslo Børs – Alver kommune - Received application for listing of bonds
Alver kommune,Euronext Oslo Børs – Alver kommune - Mottatt søknad om notering av obligasjonslån
Farsund Kommune,Euronext Oslo Børs – Farsund kommune - Received application for listing of bonds
Farsund Kommune,Euronext Oslo Børs – Farsund kommune - Mottatt søknad om notering av obligasjonslån
STEF,STEF : Communiqué modificatif - résultats annuels 2024
SAFRAN,Déclaration du nombre d\'actions composant le capital social et du nombre total de droits de vote au 28 février 2025
SAFRAN,"Statement about the number of shares composing the share capital and the number of voting rights as at February 28, 2025"
TIKEHAU CAPITAL,Tikehau Capital: Disclosure of Shares Repurchases from 07 March 2025 to 13 March 2025
TIKEHAU CAPITAL,Tikehau Capital : Déclaration des transactions sur actions propres réalisées du 07 mars 2025 au 13 mars 2025
Solar A/S,Solar A/S: No. 4 2025 Course of annual general meeting
Atsinaujinancios energetikos investicijos, Regarding the new management board member of the management company of UTIISIB UAB “Atsinaujinančios energetikos investicijos”
Citycon Oyj,Inside information: Citycon Oyj announces indicative results of its tender offer for the outstanding notes due 2026 of Citycon Treasury B.V.
Boreo Oyj,Proposals of the Shareholder to the Annual General Meeting
Modulight Oyj,Modulight's Annual Report 2024 Published
Spar Nord Bank A/S,Spar Nord repays Additional Tier 1 (AT1) capital
W5 Solutions AB,Cecilia Driving new CFO at W5 Solutions
BluOr Bank,BluOr Bank AS informs about the date of publication of financial statements for 2024
Kapitalforeningen BLS Invest,Indkaldelse til ordinær generalforsamling
Tewox,Regarding the new management board member of the management company of SUTNTIB AB “TEWOX”
Fragbite Group AB,$KOBAN token launch
HYDROGENPRO ASA,HydrogenPro ASA: Approval and publication of prospectus
XXL,XXL ASA – Mandatory notification of trade
OKEA ASA,OKEA farms into Tverrdal exploration well
Koskisen Oyj,"Koskisen Corporation - Managers' transactions, Masala"
Koskisen Oyj,"Koskisen Corporation - Managers' transactions, Masala"
Rovsing A/S,Major shareholder announcement
SP Group A/S,Share buy-back program at SP Group A/S
Rovsing A/S,Change in capital of large shareholder
Robit Oyj,ROBIT PLC'S ANNUAL REPORT 2024 PUBLISHED
Svedbergs Group AB,Svedbergs Group's Science-Based Net Zero Targets Approved by SBTi
Senzime AB,Senzime secures additional US hospital system contracts
North Media A/S,Notice convening the Annual General Meeting of North Media A/S
Tewox,Regarding the new management board member of the management company of SUTNTIB AB “TEWOX”
Siauliu Bankas,Changes in the Management Board of Šiaulių Bankas
Airobot Technologies,Airobot Technologies AS strengthens financial capabilities with working capital credit provided by Muhu Kodu OÜ
Nasdaq Riga,Listing of additional Eleving Group bonds on Baltic Bond List
ENGIE,Closing of the agreement between ENGIE and the Belgian government
ENGIE,Closing de l’accord entre ENGIE et le gouvernement belge
CRCAM SUD R.A.CCI,CRCAM SUD RHONE ALPES : Avis de mise à disposition des documents préparatoires à l'AG 2024
INDUCT,Innsidehandel
DNO ASA,DNO Completes USD 600 Million Bond Placement
Sea1 Offshore Inc.,Notification of acquisition of shares by primary insider
ARRIBATEC GROUP ASA,Arribatec Group ASA Completes Divestment of Arribatec Hospitality to Convene AS
Crayon Group Holding ASA,"SoftwareOne launches recommended voluntary share and cash offer for Crayon, with commencement of offer period today"
Crayon Group Holding ASA,Voluntary offer – offer document approved
Odfjell Technology Ltd,OTL: Odfjell Technology Secures New TRS Contract
DOF GROUP ASA,DOF Group ASA - Contract award for FPSO installation project
Næringsbanken ASA,Næringsbanken ASA: Innkalling til ordinær generalforsamling
NORCOD,Norcod AS: Minutes from Extraordinary General Meeting
Møre og Romsdal Fylkeskommune,Ny rente
SpareBank 1 SMN,Ny rente
BW LPG,Financial calendar
Brage Finans AS,Ny rente
Rogaland Sparebank,Ny rente
ARCELORMITTAL SA,Designated Person Notification
Rogaland Sparebank,Ny rente
L'OREAL,Déclaration du nombre total de droits de vote et du nombre d’actions composant le capital au 28 février 2025
L'OREAL,"Disclosure of total number of voting rights and number of shares in the capital at February 28, 2025"
Mowi ASA,NOTIFICATION OF MAJOR HOLDINGS
Trøndelag Fylkeskommune,Rentefastsettelse
ROMERIKE SPAREBANK,Rentefastsettelse
Helgeland Boligkreditt AS,Rentefastsettelse
Bioretec Oy,"Bioretec Ltd: Notification in accordance with chapter 9, section 10 of the Securities Market Act on a change in holdings (W&M GmbH)"
Nittedal Kommune,Rentefastsettelse
SpareBank 1 Nordmøre,Rentefastsettelse
Eidsiva Energi AS,Rentefastsettelse
B2 Impact ASA,Rentefastsettelse
Tensio AS,Interest Adjustment
Storebrand ASA,Rentefastsettelse
SpareBank 1 Østlandet,Rentefastsettelse
Trøndelag Sparebank,Rentefastsettelse
Indre Østfold kommune,Interest Adjustment
Giske kommune,Rentefastsettelse
SØGNE OG GREIPSTAD SPAREBANK,Rentefastsettelse
Eika Boligkreditt AS,Rentefastsettelse
SpareBank 1 Gudbrandsdal,Rentefastsettelse
Flekkefjord Sparebank,Rentefastsettelse
Alver kommune,Interest Adjustment
Santander Consumer Bank AS,Rentefastsettelse
Santander Consumer Bank AS,Rentefastsettelse
SpareBank 1 Sør-Norge ASA,Rentefastsettelse
Strømmen Sparebank,Rentefastsettelse
Agder Sparebank,Rentefastsettelse
Autoliv Inc.,Autoliv: Board of Directors approves renewal of EMTN Programme
Aurskog Sparebank,Rentefastsettelse
Sparebanken Øst Boligkreditt,Rentefastsettelse
Trøndelag Fylkeskommune,Rentefastsettelse
Fortum,Fortum Corporation: Managers' transactions - Simon-Erik Ollus
Fortum,Fortum Corporation: Managers' transactions - Petra Lundström
Fortum,Fortum Corporation: Managers' transactions - Mikael Lemström
Fortum,Fortum Corporation: Managers' transactions - Peter Strannegård
Fortum,Fortum Corporation: Managers' transactions - Markus Rauramo
Fortum,Fortum Corporation: Managers' transactions - Nebahat Albayrak
Chordate Medical Holding AB,"Chordate Medical Holding's Preference Share Admitted to Trading on Nasdaq First North Growth Market with First Trading Day on March 17th, 2025"
Sveriges Riksbank,CONDITIONS FOR RIKSBANK AUCTIONS GOVERNMENT BONDS
European Energy A/S,European Energy A/S: Completion of the Sale of Solar Park Lidsø ApS
Kapitalforeningen Wealth Invest,"Korrektion til årsrapport, Kapitalforeningen Wealth Invest"
Novaturas,Novaturas announces revocation of extraordinary general meeting of shareholders
Novaturas,Regarding revocation of extraordinary general meeting of shareholders of public limited liability company “Novaturas”
Teekay LNG Partners L.P. 20/25 FRN FLOOR,SEAPEAK LLC DECLARES DISTRIBUTIONS ON SERIES A AND B PREFERRED UNITS
Entra ASA,Acceptances received under the mandatory offer by Castellum Aktiebolag to acquire all shares in Entra ASA - and purchases of additional shares by Castellum Aktiebolag in Entra ASA
SHELL PLC,Transaction in Own Shares
OSMOSUN S.A.,Décalage de la publication du chiffre d'affaires annuel 2024
ADOCIA,ADOCIA : Information relative au nombre d'actions et de droits de vote en date du 28 février 2025
OPMOBILITY,Availability of the 2024 Universal Registration Document of OPmobility SE
AZELIS GROUP NV,Azelis kondigt LTIP Aandeleninkoopprogramma 2025 aan onder zijn langetermijnstimulusplan
OSMOSUN S.A.,Release of 2024 annual revenue postponed
OPMOBILITY,Mise à disposition du Document d’Enregistrement Universel 2024 d’OPmobility SE
AZELIS GROUP NV,Azelis Launches LTIP Share Buyback Program 2025 under its Long-term Incentive Plan
ADOCIA,"Number of Shares and Voting Rights of ADOCIA as of February 28th, 2025"
VAN DE VELDE,VAN DE VELDE : inkoop eigen aandelen
